sentence,difficulty,num_chars,num_words,avg_word_length,num_stopwords,ratio_num_words_over_stopwords,PRON,AUX,ADP,SCONJ,PUNCT,num_words_before_first_verb,VERB,ADJ,ADV,,NOUN,DET,CCONJ,PER,PART,INTJ,MISC,PROPN,LOC,ORG,NUM,X,Text_english_translation,hamming,hamming_normalized_similarity,levenshtein,levenshtein_normalized_similarity,jaro_winkler,jaccard,sorensen
Son grand chapeau à l'espagnole tomba dans un geste qu'il fit ; et aussitôt les instruments et les chanteurs entonnèrent le sextuor.,C2,132,22,5.045454545454546,8.0,2.75,1.0,0.0,2.0,1.0,2.0,13.0,2.0,1.0,1.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,His large Spanish hat fell in a gesture he made; and immediately the instruments and the singers sang the sextet.,119.0,0.09848484848484851,86.0,0.3484848484848485,0.7372405653063049,0.024390243902439025,0.047619047619047616
"Il existe effectivement, des êtres humains qui possèdent une quantité de pouvoir importante et qui contraignent l'humanité à travailler en créant un cercle vicieux qui fait du travail une nécessité pour accéder à ses propres désirs",C2,231,36,5.444444444444445,15.0,2.4,4.0,1.0,5.0,0.0,1.0,2.0,7.0,4.0,1.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,There are indeed human beings who possess a significant amount of power and who force humanity to work by creating a vicious circle that makes work a necessity to access its own desires.,217.0,0.06060606060606055,151.0,0.34632034632034636,0.6885397756365498,0.0,0.0
"À mesure que les lumières s'accroissent, l'esprit humain semble s'agrandir et les limites se reculent.",C2,102,15,5.866666666666666,5.0,3.0,3.0,1.0,1.0,1.0,2.0,7.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As the enlightenment increases, the human mind seems to expand and the limits are receding.",97.0,0.0490196078431373,65.0,0.36274509803921573,0.6886097607290194,0.0,0.0
"Sans doute aussi à la désastreuse organisation universitaire du savoir historique, qui, en France, a été très dommageable !",C2,123,19,5.526315789473684,5.0,3.8,1.0,2.0,3.0,0.0,4.0,10.0,1.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"No doubt also to the disastrous university organization of historical knowledge, which, in France, has been very damaging!",108.0,0.12195121951219512,78.0,0.36585365853658536,0.7238184091442786,0.027777777777777776,0.05405405405405406
Se prémunir contre l'altération des données et avoir la certitude qu'elles n'ont pas été modifiées lors de leur stockage ou de leur traitement contribue à la qualité des prises de décisions basées sur celles-ci.,C2,211,34,5.235294117647059,15.0,2.2666666666666666,3.0,2.0,7.0,0.0,2.0,2.0,5.0,0.0,3.0,0.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Protecting yourself against data alteration and being certain that it has not been modified during storage or processing contributes to the quality of decision-making based on it.,203.0,0.03791469194312791,139.0,0.34123222748815163,0.687460035536863,0.0,0.0
"Le vêtement est comme un enduit ; il met tout en relief, et la toilette a été inventée bien plutôt pour faire ressortir des avantages corporels que pour voiler des imperfections.",C2,178,31,4.774193548387097,12.0,2.5833333333333335,1.0,3.0,4.0,1.0,3.0,9.0,5.0,1.0,3.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The garment is like a coating; it puts everything in relief, and the toilet was invented much more to bring out bodily advantages than to veil imperfections.",159.0,0.1067415730337079,101.0,0.4325842696629213,0.72191778020877,0.05454545454545454,0.10344827586206896
Les divers modèles de suspensions nécessitent de bons réglages car la moindre perte d'adhérence peut amener à la perte de contrôle de la moto; elles ont évolué avec le temps.,C2,174,30,4.833333333333333,11.0,2.727272727272727,1.0,2.0,6.0,0.0,2.0,6.0,3.0,4.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,The various models of suspensions require good adjustments because the slightest loss of grip can lead to the loss of control of the motorcycle; they have evolved over time.,149.0,0.14367816091954022,118.0,0.32183908045977017,0.7162062386578444,0.017241379310344827,0.03389830508474576
"En ces temps où un virus soumet nos existences, déjoue nos projets, crée partout un climat d'incertitude, le hasard a voulu que je trouve quelque lumière dans les pages de Pascal sur la ""disproportion de l'homme"" (Pensées, Brunschvicg, 72), ce texte que chacun a lu une fois dans sa jeunesse, jamais médité depuis : ""Voilà où nous mènent les connaissances naturelles.",C2,367,61,5.032786885245901,21.0,2.9047619047619047,5.0,3.0,8.0,2.0,14.0,7.0,8.0,1.0,1.0,0.0,17.0,14.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,"In these times when a virus subdues our lives, thwarts our projects, creates everywhere a climate of uncertainty, luck would have it that I find some light in the pages of Pascal on the &quot;disproportion of man&quot; (Pensées, Brunschvicg, 72), this text that everyone has read once in their youth, never thought about since: &quot;This is where natural knowledge leads us.",327.0,0.128,232.0,0.3813333333333333,0.7359568349205493,0.07017543859649122,0.13114754098360656
"À ce compte-là, les cours de langue au collège pourraient être profitablement remplacés par des séances de mémorisation de l'annuaire",C2,133,20,5.7,8.0,2.5,0.0,1.0,5.0,0.0,1.0,10.0,3.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"On this account, the language courses at the college could be profitably replaced by sessions of memorization of the directory.",130.0,0.022556390977443663,81.0,0.39097744360902253,0.7097163442203858,0.0,0.0
"Descendu de cheval, il allait le long des noisetiers et des églantiers, suivi des deux chevaux que le valet d'écurie tenait par les rênes, allait dans les craquements du silence, torse nu sous le soleil de midi, allait et souriait, étrange et princier, sûr d'une victoire.",C2,272,46,4.934782608695652,18.0,2.5555555555555554,2.0,0.0,7.0,0.0,8.0,1.0,8.0,3.0,0.0,0.0,14.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Descended from his horse, he went along the hazel trees and the rosehips, followed by the two horses that the stable-servant held by the reins, went in the creaking of silence, shirtless under the midday sun, went and smiled, strange and princely, sure of a victory.",252.0,0.07352941176470584,180.0,0.3382352941176471,0.8389330750324643,0.01098901098901099,0.021739130434782608
Bien vite mon intelligence rétablissait entre les éléments la séparation que mon impression avait abolie.,C2,105,15,6.066666666666666,6.0,2.5,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very quickly my intelligence re-established between the elements the separation which my impression had abolished.,112.0,0.01754385964912286,48.0,0.5789473684210527,0.7106934001670844,0.07142857142857142,0.13333333333333333
"Il faut avoir les compétences, la technologie, pour les fabriquer, ou utiliser des capsules déjà existantes.",C2,108,16,5.8125,6.0,2.6666666666666665,2.0,0.0,1.0,0.0,4.0,2.0,4.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"You have to have the skills, the technology, to make them, or use existing capsules.",105.0,0.02777777777777779,70.0,0.35185185185185186,0.6745907544029611,0.0,0.0
"C'étaient de ces chambres de province qui - de même qu'en certains pays des parties entières de l'air ou de la mer sont illuminées ou parfumées par des myriades de protozoaires que nous ne voyons pas - nous enchantent des mille odeurs qu'y dégagent les vertus, la sagesse, les habitudes, toute une vie secrète, invisible, surabondante et morale que l'atmosphère y tient en suspens ; odeurs naturelles encore, certes, et couleur du temps comme celles de la campagne voisine, mais déjà casanières, humaines et renfermées, gelée exquise, industrieuse et limpide de tous les fruits de l'année qui ont quitté le verger pour l'armoire ; saisonnières, mais mobilières et domestiques, corrigeant le piquant de la gelée blanche par la douceur du pain chaud, oisives et ponctuelles comme une horloge de village, flâneuses et rangées, insoucieuses et prévoyantes, lingères, matinales, dévotes, heureuses d'une paix qui n'apporte qu'un surcroît d'anxiété et d'un prosaïsme qui sert de grand réservoir de poésie à celui qui les traverse sans y avoir vécu.",C2,1042,166,5.283132530120482,66.0,2.515151515151515,15.0,5.0,25.0,4.0,25.0,27.0,13.0,16.0,8.0,0.0,46.0,26.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,"These were the provincial chambers which - just as in some countries whole parts of the air or the sea are illuminated or perfumed by myriads of protozoa that we do not see - enchant us with the thousand odors that virtues, wisdom, habits, a whole secret, invisible, superabundant and moral life that the atmosphere holds in suspense there; still natural odors, certainly, and the color of the weather like those of the neighboring countryside, but already homey, human and withdrawn, exquisite, industrious and limpid jelly of all the fruits of the year which have left the orchard for the cupboard; seasonal, but movable and domestic, correcting the spiciness of the hoarfrost with the sweetness of hot bread, idle and punctual like a village clock, strolling and ranged, carefree and far-sighted, linen maids, morning women, devotees, happy with a peace that brings only an increase of anxiety and a prosaicness which serves as a great reservoir of poetry to those who cross them without having lived there.",978.0,0.06142034548944342,677.0,0.3502879078694817,0.7401412475184771,0.0121580547112462,0.024024024024024024
"On éventrait la croûte, on mordait à même, on se brûlait, on se retirait vivement et la pomme de terre roulait quelquefois sur les genoux où une main leste la rattrapait à temps",C2,177,33,4.393939393939394,15.0,2.2,7.0,0.0,4.0,0.0,3.0,2.0,6.0,1.0,3.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"We ripped open the crust, we bit on it, we burned ourselves, we withdrew quickly and the potato sometimes rolled on the knees where a quick hand caught it in time.",162.0,0.0847457627118644,132.0,0.2542372881355932,0.7154374051892284,0.03225806451612903,0.0625
"Par exemple, on peut aborder la notion d'algorithmique avec une recette de cuisine, ou s'initier à la cryptographie avec des boîtes, des cadenas et des clés , explique David Wilgenbus.",C2,184,30,5.166666666666667,13.0,2.3076923076923075,2.0,1.0,6.0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,9.0,6.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,"For example, we can approach the notion of algorithms with a cooking recipe, or learn about cryptography with boxes, padlocks and keys, explains David Wilgenbus.",166.0,0.09782608695652173,94.0,0.48913043478260865,0.71419177977149,0.057692307692307696,0.10909090909090909
"De plus, nous assistons aussi à la perte d'une caractéristique ô combien essentielle et salvatrice pour notre espèce : la faculté d'empathie",C2,140,22,5.409090909090909,7.0,3.142857142857143,1.0,0.0,5.0,0.0,2.0,5.0,1.0,2.0,3.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"In addition, we are also witnessing the loss of a very essential and saving characteristic for our species: the faculty of empathy.",130.0,0.0714285714285714,97.0,0.30714285714285716,0.7142475296722793,0.0,0.0
Beaucoup d'apiculteurs se mithridatisent plus ou moins contre le venin des abeilles.,C2,84,12,6.083333333333333,4.0,3.0,2.0,0.0,2.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Many beekeepers mithridatize more or less against bee venom.,83.0,0.011904761904761862,54.0,0.3571428571428571,0.6752567693744164,0.0,0.0
"Le fondateur, Aristide Finet, avait donné sa fille Désirée à son premier commis Hauchecorne ; lui, Baudu, débarqué rue de la Michodière avec sept francs dans sa poche, avait épousé la fille du père Hauchecorne, Élisabeth ; et il entendait à son tour céder sa fille Geneviève et la maison à Colomban, dès que les affaires reprendraient. S'il retardait ainsi un mariage décidé depuis trois ans, c'était par un scrupule, un entêtement de probité : il avait reçu la maison prospère, il ne voulait point la passer aux mains d'un gendre, avec une clientèle moindre et des opérations douteuses.",C2,587,99,4.9393939393939394,38.0,2.6052631578947367,7.0,4.0,12.0,2.0,16.0,8.0,10.0,7.0,3.0,0.0,24.0,19.0,3.0,7.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,"The founder, Aristide Finet, had given his daughter Désirée to his first clerk Hauchecorne; he, Baudu, disembarked rue de la Michodière with seven francs in his pocket, had married Father Hauchecorne&#39;s daughter, Élisabeth; and he in his turn intended to cede his daughter Geneviève and the house to Colomban, as soon as business resumed. If he thus delayed a marriage decided for three years, it was out of scruple, a stubbornness of probity: he had received the prosperous house, he did not want to pass it into the hands of a son-in-law, with a smaller clientele and questionable transactions.",532.0,0.11185308848080133,348.0,0.41903171953255425,0.7592569554749588,0.058823529411764705,0.1111111111111111
"En attendant, des petites formations ont été réalisées, d'initiation à l'algorithmique et au langage informatique, pour les professeurs des écoles et de collège, les inspecteurs et les formateurs d'IUFM.",C2,203,29,6.0344827586206895,14.0,2.0714285714285716,0.0,2.0,6.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,"In the meantime, small training courses have been carried out, initiation into algorithms and computer language, for school and college teachers, inspectors and IUFM trainers.",188.0,0.07389162561576357,137.0,0.32512315270935965,0.7301895805344082,0.0,0.0
"Des chiffres tirés d'une des rares enquêtes sur le sujet, réalisée en 2000 (publiée en 2001) par l'Institut de recherche sur l'économie de l'éducation auprès des parents de 2 500 enfants de l'académie.",C2,201,33,5.121212121212121,12.0,2.75,0.0,0.0,11.0,0.0,4.0,3.0,3.0,2.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,"Figures taken from one of the rare surveys on the subject, carried out in 2000 (published in 2001) by the Institute for Research on the Economics of Education among the parents of 2,500 children from the academy.",199.0,0.061320754716981174,113.0,0.46698113207547165,0.6961264325662597,0.04477611940298507,0.08571428571428572
"Tout le monde était tondu à neuf, les oreilles s'écartaient des têtes, on était rasé de près ; quelques-uns même qui s'étaient levés dès avant l'aube, n'ayant pas vu clair à se faire la barbe, avaient des balafres en diagonale sous le nez, ou, le long des mâchoires, des pelures d'épiderme larges comme des écus de trois francs, et qu'avait enflammées le grand air pendant la route, ce qui marbrait un peu de plaques roses toutes ces grosses faces blanches épanouies.",C2,467,81,4.777777777777778,31.0,2.6129032258064515,8.0,5.0,13.0,0.0,12.0,5.0,9.0,12.0,3.0,0.0,17.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"Everyone was shorn new, their ears moved away from their heads, they were clean shaven; even some who had risen before dawn, not having seen clearly how to shave, had scars diagonally under the nose, or, along the jaws, skin peels as broad as crowns of three francs, and which the open air had ignited during the journey, which marbled a little pink patches all those big white faces in full bloom.",444.0,0.04925053533190582,323.0,0.3083511777301927,0.7158166461008794,0.02,0.0392156862745098
"Celui qui, à 65 ans, apprécie toujours autant ses visites dans les classes, estime que les parents ont parfois trop négligé des choses très simples",C2,147,25,4.92,8.0,3.125,2.0,1.0,2.0,1.0,3.0,8.0,3.0,1.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The one who, at 65, still appreciates his visits to classes, believes that parents have sometimes neglected very simple things too much",142.0,0.03401360544217691,98.0,0.33333333333333337,0.7210888813080132,0.044444444444444446,0.0851063829787234
"Le travail d'Alain Reynaud sur la Chine des Zhou orientaux, où l'on comprend que l'unification du monde des Han découle de la configuration géographique des principautés et de leur situation dans l'ensemble des sociétés de l'Eurasie orientale, peut être considéré comme la première oeuvre de cette géohistoire postbraudélienne.",C2,327,48,5.833333333333333,17.0,2.823529411764706,2.0,2.0,8.0,1.0,3.0,16.0,4.0,6.0,0.0,0.0,10.0,15.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,"Alain Reynaud&#39;s work on the China of the Eastern Zhou, where we understand that the unification of the Han world stems from the geographical configuration of the principalities and their situation in all the societies of eastern Eurasia, can to be considered as the first work of this post-Braudelian geohistory.",312.0,0.04587155963302747,221.0,0.3241590214067278,0.7186902424099033,0.031578947368421054,0.061224489795918366
Elle dénoua le ruban qui attachait le manche de la quenouille à son corsage et me tendit la quenouille,C2,102,19,4.421052631578948,10.0,1.9,3.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,She untied the ribbon that tied the handle of the distaff to her bodice and handed me the distaff.,94.0,0.07843137254901966,75.0,0.2647058823529411,0.6668534080298786,0.02702702702702703,0.05263157894736842
"Quand je me fus assis, je remarquai l'omniprésence des papillons",C2,64,10,5.5,5.0,2.0,3.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,When I was seated I noticed the ubiquity of butterflies,61.0,0.046875,53.0,0.171875,0.6189758158508157,0.0,0.0
"Jour du Seigneur pour les chrétiens ou jour de famille dans l'idéal laïque, il charrie bons et mauvais souvenirs, nostalgie des repas dominicaux ou haine de la parentèle.",C2,170,28,5.107142857142857,12.0,2.3333333333333335,1.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,12.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Lord&#39;s Day for Christians or family day in the secular ideal, it carries good and bad memories, nostalgia for Sunday meals or hatred of relatives.",161.0,0.05294117647058827,104.0,0.388235294117647,0.7122091503267974,0.0,0.0
"Distrait, inattentif, ennuyé, je ne m'apercevais point de l'impression que je produisais, et je partageais mon temps entre des études que j'interrompais souvent, des projets que je n'exécutais pas, des plaisirs qui ne m'intéressaient guère, lorsqu'une circonstance, très frivole en apparence, produisit dans ma disposition une révolution importante.",C2,349,48,6.291666666666667,20.0,2.4,11.0,2.0,4.0,1.0,10.0,1.0,5.0,4.0,7.0,0.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Distracted, inattentive, bored, I did not notice the impression I was making, and I divided my time between studies that I often interrupted, projects that I did not carry out, pleasures that did not interest me. hardly, when a circumstance, very frivolous in appearance, produced an important revolution in my disposition.",312.0,0.10601719197707737,210.0,0.3982808022922636,0.8400035752968764,0.0,0.0
"Petit, replet et hautainement timide, il avait un ventre légèrement proéminent, dont le surplomb offrait une pente ascendante qui mettait en évidence les boutons de son gilet et de son pantalon, marquant le milieu exact de son corps de cette ligne obstétrique que l'on voit sur les fruits : l'arc qui est l'inévitable rançon de pesantes tournées de bourgogne, de schlagsahne et de bière.",C2,387,64,5.0625,28.0,2.2857142857142856,5.0,2.0,10.0,1.0,7.0,18.0,5.0,8.0,2.0,0.0,16.0,13.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Small, plump and haughtily shy, he had a slightly protruding belly, the overhang of which offered an upward slope which highlighted the buttons of his waistcoat and his pants, marking the exact middle of his body with this obstetric line that we have seen. sees on the fruits: the arc which is the inevitable ransom of heavy rounds of burgundy, schlagsahne and beer.",354.0,0.0852713178294574,252.0,0.34883720930232553,0.720656568134892,0.016,0.031496062992125984
"Je me donnai bientôt, par cette conduite, une grande réputation de légèreté, de persiflage, de méchanceté.",C2,106,16,5.6875,6.0,2.6666666666666665,2.0,0.0,4.0,0.0,5.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"I soon gave myself, by this conduct, a great reputation for levity, mockery, wickedness.",101.0,0.047169811320754707,66.0,0.37735849056603776,0.6667505655405573,0.0,0.0
Ce qui entraîne donc une capacité à apprendre les langues étrangères,C2,68,11,5.2727272727272725,4.0,2.75,2.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Which therefore results in an ability to learn foreign languages,66.0,0.02941176470588236,50.0,0.2647058823529411,0.6389865728900256,0.0,0.0
"Premièrement, la source de l'illusion humaine du libre arbitre est l'ignorance des causes qui nous poussent à agir",C2,114,18,5.388888888888889,8.0,2.25,2.0,1.0,2.0,0.0,1.0,19.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"First, the source of the human illusion of free will is ignorance of the causes that prompt us to act.",109.0,0.04385964912280704,70.0,0.38596491228070173,0.6663792765607243,0.05555555555555555,0.10526315789473684
"Il ira jusqu'à tenter de prolonger le sommeil hibernal d'un mammifère, la marmotte, en tenant l'animal pendant un long temps, pendant plusieurs années, dans une glacière.",C2,170,26,5.576923076923077,7.0,3.7142857142857144,1.0,0.0,8.0,0.0,5.0,2.0,4.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"He will go so far as to try to prolong the winter sleep of a mammal, the marmot, by keeping the animal for a long time, for several years, in a cooler.",152.0,0.10588235294117643,109.0,0.35882352941176465,0.6943237092904689,0.017543859649122806,0.034482758620689655
Il y a aussi les personnages dotés d'un pouvoir politique séculier exceptionnel : les rois.,C2,91,15,5.133333333333334,3.0,5.0,2.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,There are also the characters endowed with an exceptional secular political power: the kings.,86.0,0.07526881720430112,71.0,0.23655913978494625,0.6651860684118748,0.0,0.0
"La communauté d'héritier a la qualité de contribuable, ainsi le revenu et la fortune nets de la société sont attribués aux personnes physiques formant la communauté d'héritiers, sauf pour le canton du Tessin où c'est l'hoirie qui est imposée !",C2,243,40,5.1,15.0,2.6666666666666665,3.0,4.0,6.0,0.0,3.0,4.0,4.0,3.0,1.0,0.0,11.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"The community of heirs has the status of taxpayer, so the net income and fortune of the company are attributed to the natural persons forming the community of heirs, except for the canton of Ticino where it is the inheritance that is taxed!",221.0,0.09053497942386834,157.0,0.3539094650205762,0.7227845121075788,0.024691358024691357,0.04819277108433735
"Sans enfants à cinquante-neuf ans, Guido avait, de son propre coeur, préparé pour son enfant à venir un coeur modelé sur sa propre préoccupation : l'hommage sans remords à la noblesse, la génuflexion que fait par contraction musculaire le corps pourchassé en s'affalant devant ce qui est imminent et inaccessible comme devant une grande chaleur.",C2,345,55,5.290909090909091,21.0,2.619047619047619,4.0,2.0,13.0,0.0,7.0,17.0,6.0,7.0,0.0,0.0,13.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"Childless at the age of fifty-nine, Guido had, with his own heart, prepared for his unborn child a heart modeled on his own preoccupation: the remorseless homage to the nobility, the genuflection made by muscular contraction of the body chased in collapsing before what is imminent and inaccessible as before a great heat.",314.0,0.08985507246376812,208.0,0.3971014492753623,0.7244158714879075,0.038461538461538464,0.07407407407407407
"L'enseignant, l'artisan, dans sa classe, avec ses moyens, avec sa vision, avec ses élèves, dans un univers assez clos, qui va mettre au point sa classe inversée.",C2,161,27,5.0,13.0,2.076923076923077,1.0,0.0,5.0,0.0,8.0,30.0,3.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The teacher, the craftsman, in his class, with his means, with his vision, with his pupils, in a rather closed universe, which will develop his inverted class.",149.0,0.07453416149068326,105.0,0.34782608695652173,0.6866011273833745,0.018867924528301886,0.037037037037037035
"Il la sentait contre lui, si près, enfermée avec lui dans cette boîte noire, qu'éclairaient brusquement, pendant un instant, les becs de gaz des trottoirs.",C2,155,25,5.24,8.0,3.125,3.0,0.0,6.0,2.0,6.0,3.0,2.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"He felt her against him, so close, locked up with him in this black box, which suddenly lit up for a moment by the sidewalks gas lamps.",141.0,0.0903225806451613,114.0,0.2645161290322581,0.6720753214159584,0.0,0.0
"Un présage connu rapporte qu'un milan venu du ciel aurait fait un vol stationnaire au-dessus de son berceau, la queue de l'oiseau le touchant au visage.",C2,152,26,4.884615384615385,9.0,2.888888888888889,0.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,"A known omen reports that a kite from the sky hovered over its cradle, the bird&#39;s tail touching it in the face.",145.0,0.046052631578947345,111.0,0.26973684210526316,0.6532036613272312,0.0,0.0
"Il en résulta en même temps un désir ardent d'indépendance, une grande impatience des liens dont j'étais environné, une terreur invincible d'en former de nouveaux.",C2,163,25,5.56,8.0,3.125,4.0,1.0,4.0,0.0,3.0,3.0,2.0,6.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"At the same time, there resulted an ardent desire for independence, a great impatience for the bonds with which I was surrounded, an invincible terror of forming new ones.",154.0,0.09941520467836262,105.0,0.38596491228070173,0.7142002928247683,0.058823529411764705,0.1111111111111111
"Elle m'occupait sans cesse : je formais mille projets ; j'inventais mille moyens de conquête, avec cette fatuité sans expérience qui se croit sûre du succès parce qu'elle n'a rien essayé.",C2,187,31,5.064516129032258,6.0,5.166666666666667,8.0,1.0,4.0,2.0,4.0,3.0,5.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"She kept me busy: I formed a thousand projects; I invented a thousand means of conquest, with that inexperienced fatuity which believes itself sure of success because it has not tried anything.",184.0,0.04663212435233166,129.0,0.33160621761658027,0.7221611625756704,0.0,0.0
"Une fois ces déclencheurs identifiés, il faut alors élaborer des stratégies pour les éviter ou y faire face.",C2,108,18,5.055555555555555,7.0,2.5714285714285716,2.0,0.0,1.0,0.0,2.0,5.0,5.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Once these triggers have been identified, strategies must then be developed to avoid or deal with them.",101.0,0.06481481481481477,77.0,0.2870370370370371,0.6697554836389786,0.0,0.0
L'idéal est évidemment que le parent sache sur quelles notions son enfant a achoppé durant l'année,C2,98,16,5.1875,5.0,3.2,0.0,2.0,2.0,1.0,0.0,15.0,1.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The ideal is obviously that the parent knows on which notions his child has stumbled during the year,96.0,0.040000000000000036,65.0,0.35,0.6571428571428571,0.0625,0.11764705882352941
L'amour supplée aux longs souvenirs par une sorte de magie.,C2,59,10,5.0,4.0,2.5,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Love makes up for long memories with a sort of magic.,56.0,0.05084745762711862,35.0,0.4067796610169492,0.6608943609423302,0.0,0.0
"Avec lui, par tous les royaumes de l'Europe, elle aurait voyagé de capitale en capitale, partageant ses fatigues et son orgueil, ramassant les fleurs qu'on lui jetait, brodant elle-même ses costumes: puis, chaque soir, au fond d'une loge, derrière la grille à treillis d'or, elle eût recueilli, béante, les expansions de cette âme qui n'aurait chanté que pour elle seule; de la scène, tout en jouant, il l'aurait regardée.",C2,422,69,5.130434782608695,28.0,2.4642857142857144,11.0,3.0,13.0,1.0,17.0,14.0,9.0,3.0,4.0,0.0,16.0,12.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,"With him, through all the kingdoms of Europe, she would have traveled from capital to capital, sharing her fatigue and her pride, picking up the flowers that were thrown to her, embroidering her costumes herself: then, every evening, at the bottom from a box, behind the golden lattice gate, she would have received, gaping, the expansions of that soul which would have sung for herself alone; from the stage, while playing, he would have looked at her.",423.0,0.06622516556291391,303.0,0.33112582781456956,0.7208281829168697,0.006896551724137931,0.0136986301369863
