Text,Difficulty
"""En 2001, Rosalie a expliqué à l'ONU, auprès du groupe de travail sur les peuples autochtones, en quoi la survie des bisons sauvages est essentielle et symbolique pour les Indiens des plaines Le bison a toujours été un animal sacré pour les Indiens des plaines, crucial dans leur culture.""",C1
"""Mon fils, allergique à la pollution, a fait une crise d’asthme terrible, se souvient-elle.""",C1
"""Raconter tout serait impossible, car il faudrait alors un volume au moins par journée, pour énumérer les multitudes d'incidents insignifiants qui emplissent notre existence.""",C1
"""La vie encore laisse tout au même plan, précipite les faits ou les traîne indéfiniment.""",C1
"""Cela débouche sur la troisième phase, au cours de laquelle la jeune génération s’identifie de plus en plus à la nouvelle langue, l’ancienne ayant à ses yeux moins d’intérêt.""",C1
"""Le plan de son roman n'est qu'une série de combinaisons ingénieuses conduisant avec adresse au dénouement.""",C1
"""Chaque fin de semaine, ils partaient ensemble en randonnée dans les Alpes.""",C1
"""La chasse leur permet de trouver leur nourriture et de pouvoir acheter les articles nécessaires à la vie quotidienne, comme le kérosène, les médicaments, les fusils, et les billets d'avion.""",C1
"""S'il fait tenir dans trois cents pages dix ans d'une vie pour montrer quelle a été, au milieu de tous les êtres qui l'ont entourée, sa signification particulière et bien caractéristique, il devra savoir éliminer, parmi les menus événements innombrables et quotidiens, tous ceux qui lui sont inutiles, et mettre en lumière, d'une façon spéciale, tous ceux qui seraient demeurés inaperçus pour des observateurs peu clairvoyants et qui donnent au livre sa portée, sa valeur d'ensemble.""",C1
"""Voilà pourquoi l'artiste, ayant choisi son thème, ne prendra dans cette vie encombrée de hasards et de futilités que les détails caractéristiques utiles à son sujet, et il rejettera tout le reste, tout l'à-côté.""",C1
"""Il reste un mystère : pourquoi l’ouverture d’une chambre d’hôtes reste le fantasme premier des Français qui souhaitent changer de vie ?""",C1
"""Le romancier, au contraire, qui prétend nous donner une image exacte de la vie, doit éviter avec soin tout enchaînement d'événements qui paraîtrait exceptionnel.""",C1
"""Ici, tout est mêlé et accéléré , souligne la sociologue.""",C1
"""Certaines de ces organisations, comme Greenpeace, reconnaissent que les autochtones ont un droit de prendre des animaux et de préserver leur culture.""",C1
"""Car l’histoire a pris un tour inattendu.""",C1
"""Rares sont celles qui, comme le basque, l’égyptien, le chinois, le grec, l’hébreu, le latin, le persan, le sanskrit, le tamoul et quelques autres ont soufflé leurs 2 000 bougies.""",C1
"""Il existe après tout mille manières de refaire sa vie : partir à l’étranger, faire de l’humanitaire, passer un concours de la fonction publique, se lancer dans une carrière artistique.""",C1
"""Au lieu de machiner une aventure et de la dérouler de façon à la rendre intéressante, jusqu'au dénouement, il prendra son ou ses personnages à une certaine période de leur existence et les conduira, par des transitions naturelles, jusqu'à la période suivante.""",C1
"""A cette très grande mortalité correspond une durée moyenne de vie relativement courte.""",C1
"""Il arrive souvent à ce stade que parents et enfants éprouvent une certaine honte à utiliser l’ancienne langue.""",C1
"""Mais bien d’autres langues n’en sont pas à ce stade et on peut encore dans bien des cas les revitaliser.""",C1
"""Puis, souvent très rapidement, le bilinguisme commence à s’estomper, et l’ancienne langue cède le pas à la nouvelle.""",C1
"""Par ailleurs, avec la mort de chaque langue, un volet de l’histoire de l’humanité se referme.""",C1
"""Les familles qui continuent de la parler voient diminuer le nombre de leurs interlocuteurs et, le domaine d’usage se rétrécissant, cela aboutit à la création de dialectes familiaux .""",C1
"""D’où un tout nouveau phénomène.""",C1
"""Un beau succès d'estime.""",C1
"""Certes, l’individu, actif et volontaire, est le seul initiateur de sa reconversion.""",C1
"""Une crise du milieu de vie en somme, inscrite dans leur plan de carrière.""",C1
"""Le sujet négocie avec lui-même le prix de sa liberté.""",C1
"""En 1902, pour éviter l'extinction, le parc national de Yellowstone (Wyoming) prend en charge vingt et un bisons : ils deviennent la première espèce animale protégée.""",C1
"""Les peuples des côtes de l'Alaska ont été particulièrement touchés par cette politique.""",C1
"""Il est devenu directeur financier dans une grande entreprise.""",C1
"""Des panneaux chambres d’hôtes ont fleuri partout le long des routes.""",C1
"""Des événements privés – séparation, naissance, deuil ou problème de santé – peuvent aussi jouer un rôle clé dans la reconversion.""",C1
"""Toute tentative de remonter aux origines du langage humain deviendrait impossible et le mystère de la première langue ne serait jamais percé.""",C1
"""La naissance des Etats-nations, dont l’unité territoriale était étroitement liée à leur homogénéité linguistique, a également joué un rôle décisif dans la consolidation des langues adoptées comme nationales, et la marginalisation des autres.""",C1
"""Au cours des années 1970 et 1980, plusieurs groupes environnementalistes de pays industrialisés d'Europe de l'ouest et d'Amérique du Nord ont organisé des campagnes contre la chasse aux baleines et aux phoques.""",C1
"""L’immense majorité des langues serait-elle condamnée à disparaître à court terme ?""",C1
"""Lequel des deux assouvit le mieux sa passion ?""",C1
"""J'en conclus que les Réalistes de talent devraient s'appeler plutôt des Illusionnistes.""",C1
"""Ils ne peuvent travailler dans des usines au milieu de nulle part, et ne veulent pas que leur existence repose sur la sécurité sociale de leurs gouvernements, dans le sud.""",C1
"""Illusion du beau qui est une convention humaine!""",C1
"""Dans les écoles de commerce, dans les couloirs de places financières, il arrive aujourd’hui de croiser de jeunes adultes de 20 ou 25 ans qui prévoient d’ouvrir une maison d’hôtes dans une quinzaine d’années .""",C1
"""La manière dont on traite les bisons est celle dont on traite les Indiens, dit Rosalie.""",C1
"""Grâce à cette anecdote, le proviseur s’enorgueillissait de n’envoyer aucun bachelier vers des filières bouchées.""",C1
"""Crise de l’âge adulte ou choix rationnel ?""",C1
"""Le romancier qui transforme la vérité constante, brutale et déplaisante, pour en tirer une aventure exceptionnelle et séduisante, doit, sans souci exagéré de la vraisemblance, manipuler les événements à son gré; les préparer et les arranger pour plaire au lecteur, l'émouvoir ou l'attendrir.""",C1
"""Ces gens disent parfois que les cultures qui dépendent de la chasse n'ont pas du tout le droit de survivre.""",C1
"""En mourant, elles emportent avec elles tout un savoir traditionnel sur l’environnement.""",C1
"""L'art, au contraire, consiste à user de précautions et de préparations, à ménager des transitions savantes et dissimulées; à mettre en pleine lumière, par la seule adresse de la composition, les événements essentiels et à donner à tous les autres le degré de relief qui leur convient, suivant leur importance, pour produire la sensation profonde de la vérité spéciale qu'on veut montrer.""",C1
"""Neige épaisse et glace empêchent les bisons d'atteindre l'herbe.""",C1
"""On maîtrise de mieux en mieux la nouvelle langue, tout en étant toujours compétent dans l’ancienne.""",C1
"""Nos prophéties disent que tant qu'il y aura des bisons sauvages, nous survivrons.""",C1
"""Une crise survient à l’issue d’une période de quelques mois, pendant laquelle la pression – professionnelle, familiale ou existentielle – ne cesse de monter.""",C1
"""Il devra donc composer son oeuvre d'une manière si adroite, si dissimulée, et d'apparence si simple, qu'il soit impossible d'en apercevoir et d'en indiquer le plan, de découvrir ses intentions.""",C1
"""Il est évident que des écoles si différentes ont dû employer des procédés de composition absolument opposés.""",C1
"""L’effet autocuiseur Si sept millions de citadins rêvent de refaire leur vie aux champs, tous ne passent pourtant pas à l’acte.""",C1
"""En fait, les peuples de l'Arctique ne peuvent exister indépendamment de leur environnement.""",C1
"""Ce mouvement tout entier concentre son attention sur la nature, particulièrement la faune sauvage, plutôt que sur l'humanité et la science.""",C1
"""A force d'avoir vu et médité, il regarde l'univers, les choses, les faits et les hommes d'une certaine façon qui lui est propre et qui résulte de l'ensemble de ses observations réfléchies.""",C1
"""Faire vrai consiste donc à donner l'illusion complète du vrai, suivant la logique ordinaire des faits, et non à les transcrire servilement dans le pêle-mêle de leur succession.""",C1
"""Lui reprocher de voir les choses belles ou laides, petites ou épiques, gracieuses ou sinistres, c'est lui reprocher d'être conformé de telle ou telle façon et de ne pas avoir une vision concordant avec la nôtre.""",C1
"""La mort d’une langue est-elle vraiment une catastrophe ?""",C1
"""Le changement personnel, valorisé depuis une trentaine d’années, serait-il devenu une incantation collective ?""",C1
"""Une conséquence, par exemple, est de ne pas connaître les risques que l'on encourt, notamment en termes de protection des données.""",C2
"""On entend souvent l'argument selon lequel on n'a pas besoin de connaître la mécanique pour apprendre à conduire .""",C2
"""Depuis un peu plus de trois ans, elle a commencé à s'intéresser à l'enseignement des mathématiques en lien avec les sciences et la technologie, et depuis deux ans aux sciences cognitives, sous l'angle de l'éducation à la santé.""",C2
"""Il s'agit vraiment d'introduire l'informatique dans la culture générale.""",C2
"""Pareil pour les mathématiques , poursuit David Wilgenbus.""",C2
"""Étudier la différence entre un langage naturel et un langage informatique, c'est intéressant quand on enseigne le français.""",C2
"""Le ministre de l'Education a lancé un appel d'offres aux associations pour introduire en primaire une initiation au code informatique , facultative, sur les temps périscolaires dégagés par la réforme des rythmes scolaires.""",C2
"""Étymologiquement, l'intelligence, c'est la capacité à faire des liens.""",C2
"""Un enseignement fondé sur l'expérimentation et la pratique, des objectifs d'apprentissage transversaux, des actions tournées en priorité vers la formation continue des enseignants, menées en collaboration avec la communauté scientifique et professionnelle : le travail de défrichage réalisé par la Fondation dans le domaine des sciences pourrait s'appliquer parfaitement à la problématique de l'enseignement de la culture informatique.""",C2
"""L'avantage d'un enseignement à l'école, ce sont les liens avec les autres matières, les ponts que sont capables de faire les professeurs.""",C2
"""L'action de la Fondation La Main à la pâte, qui oeuvre depuis près de 20 ans pour enseigner la science différemment à l'école, est un exemple dont on pourrait s'inspirer.""",C2
"""Un enseignement scolaire pour créer des liens entre les matières A cet égard, l'apprentissage du code, qui plus est en périscolaire, est limitatif.""",C2
"""Chacun de ses projets touche en moyenne 10000 classes.""",C2
"""La Fondation La Main à la pâte a été créée en 2011 dans la continuité de l'opération du même nom lancée en 1995 par l'Académie des sciences à l'initiative du prix Nobel de physique Georges Charpak.""",C2
"""L'apprentissage du code et plus largement d'une culture générale du numérique à l'école est une mesure réclamée depuis longtemps par l'Académie des Sciences, soutenue par des acteurs qui comptent dans le secteur numérique, comme la Cnil ou le Conseil national du numérique, et qui figure même dans une proposition de loi de la députée UMP Laure de la Raudière.""",C2
"""On s'est alors dit que le terrain commençait à être favorable pour l'informatique , raconte David Wilgenbus.""",C2
"""En attendant, des petites formations ont été réalisées, d'initiation à l'algorithmique et au langage informatique, pour les professeurs des écoles et de collège, les inspecteurs et les formateurs d'IUFM.""",C2
"""Un projet sortira dans deux ans, en partenariat avec l'Inria.""",C2
"""Selon un sondage publié en mai de BVA et du Syntec Numérique, une fédération professionnelle du secteur informatique favorable à la mesure, 87% des Français seraient même d'accord pour que la programmation informatique soient enseignée à l'école (24% à partir du primaire, 41 % à partir du collège).""",C2
"""Mais trop de gens sont encore désarmés face aux ordinateurs.""",C2
"""A l'école, on n'apprend plein de choses qui ne servent à rien dans la vie de tous les jours mais fondent une culture et un référentiel commun.""",C2
"""L'idée est aussi de ne pas être passif dans ses usages de la technologie.""",C2
"""Cette action avait pour objectif dès l'origine d'aider les professeurs à enseigner la science et la technologie en mettant en oeuvre une pédagogie privilégiant l'expérimentation, la discussion, une pratique active et collective.""",C2
"""En partenariat avec l'INPES, elle a mis en place un programme sur l'addiction aux écrans, qui aborde le fonctionnement du cerveau, à la limite des neurosciences.""",C2
"""A vrai dire, La main à la pâte a déjà commencé à réfléchir à la question.""",C2
"""L'absence de professeurs formés en nombre suffisant est également un frein pour beaucoup de ses adversaires, qui la jugent infaisable.""",C2
"""On en trouve des exemples dans l'ouvrage ""L'informatique sans ordinateur"", disponible gratuitement, qui propose un catalogue d'exercices et d'activités d'éveil débranchées à partir du primaire.""",C2
"""Une des originalités de la Fondation est d'impliquer la communauté scientifique dans la création des ressources pédagogiques, l'accompagnement des classes et la formation continue des enseignants.""",C2
"""Mais cette initiative suscite par ailleurs beaucoup de réticences.""",C2
"""On est loin du bachotage de code HTML et de la levée de bataillons de codeurs.""",C2
"""Plusieurs milliers de classes ont participé à ce projet.""",C2
"""La question n'est plus de savoir s'il faut apprendre l'informatique et son langage, mais de savoir comment, pour quels usages, et à quelle étape du cursus le faire .""",C2
"""En tout cas, l'absence d'équipement informatique ne doit pas être un frein à leur motivation.""",C2
"""Comme pour les autres sciences, la démarche des enseignants intéressés par les ressources pédagogiques et les formations de La Main à la pâte est une démarche volontaire.""",C2
"""Le but n'est pas de fabriquer une génération d'ingénieurs informaticiens, explique David Wilgenbus.""",C2
"""Par exemple, on peut aborder la notion d'algorithmique avec une recette de cuisine, ou s'initier à la cryptographie avec des boîtes, des cadenas et des clés , explique David Wilgenbus.""",C2
"""Entre ceux qui ne jurent que par l'introduction de l'informatique comme un enseignement obligatoire, et ceux qui ont peur que l'on veuille transformer le primaire en une prépa à l'Ecole 42, il existe pourtant des pistes pour initier les enseignants et favoriser un passage du périscolaire au scolaire, sans avoir à attendre une réforme du socle commun qui prendra des années.""",C2
"""Une machine, ça se contrôle, ça obéit à des instructions.""",C2
"""De même, on peut travailler des concepts issus de la science informatique à partir de situations de la vie quotidienne ou d'activités ludiques, pas besoin d'aller chercher midi à quatorze heures.""",C2
"""Le numérique est un pan de la science.""",C2
"""Environ 60000 enseignants possèdent un compte sur le site de la Fondation, qui forme plusieurs milliers d'enseignants (de la maternelle à la troisième) chaque année.""",C2
