Text,Difficulty,Text_english_translation
Mes parents sont divorcés et je vis avec ma mère.,A2,My parents are divorced and I live with my mother.
Je vois mon père un week-end sur deux.,A2,I see my father every other weekend.
Ce n'est pas facile à vivre.,A2,It is not easy to live with.
"En plus, je ne m'entends pas très bien avec ma mère.",A2,"Besides, I don&#39;t get along very well with my mother."
On ne se comprend pas du tout.,A2,We don&#39;t understand each other at all.
Elle n'aime pas les gens que je fréquente.,A2,She doesn&#39;t like the people I hang out with.
"Elle me dit toujours qu'il faut lui parler de mes problèmes, mais quand j'en parle, elle s'énerve contre moi et on finit par se disputer.",A2,"She always tells me to talk to her about my problems, but when I do, she gets mad at me and we end up arguing."
"Je ne nie pas que parfois, c'est ma faute.",A2,I don&#39;t deny that sometimes it&#39;s my fault.
"C'est dommage parce que des fois, j'aimerais bien lui poser des questions et lui demander des conseils.",A2,It&#39;s a shame because sometimes I would like to ask him questions and ask him for advice.
"Alors, j'ai commencé à parler à ma grand-mère que j'admire beaucoup et je me suis découvert une nouvelle copine!",A2,"So, I started talking to my grandmother whom I admire a lot and I discovered myself a new girlfriend!"
La France a une longue histoire avec le dessin animé.,A2,France has a long history with cartoons.
"C’est un Français, Émile Reynaud qui proposa au public les premiers dessins animés du cinéma en 1882.",A2,"It was a Frenchman, Émile Reynaud, who offered the public the first cinema cartoons in 1882."
Les premières productions à succès furent des collaborations franco-belges.,A2,The first successful productions were Franco-Belgian collaborations.
Mais ces succès des animés français sont à relativiser.,A2,But these successes of French anime should be put into perspective.
Les productions américaines sont de loin les plus populaires dans l’Hexagone.,A2,American productions are by far the most popular in France.
"En effet, au classement des 50 films d’animation par nombre de spectateur en France, on compte une une production française seulement pour 49 américaines.",A2,"Indeed, in the ranking of the 50 animated films by number of spectators in France, there is only one French production for 49 Americans."
Le chemin est encore long pour que l’animé français soit à la hauteur de ses prestigieux concurrents.,A2,There is still a long way to go for the French anime to live up to its prestigious competitors.
"La Corona, créée en 1925, est la bière numéro 1 au Mexique et la quatrième marque la plus vendue dans le monde.",A2,"La Corona, created in 1925, is the number 1 beer in Mexico and the fourth best-selling brand in the world."
"Eh bien, ce n’est pas ce que pensent certaines personnes.",A2,"Well, that&#39;s not what some people think."
C’est en Italie que les deux mots sont le plus souvent associés.,A2,It is in Italy that the two words are most often associated.
"La requête est fréquente aussi aux États-Unis, au Canada, en Australie, en Inde et en Nouvelle-Zélande.",A2,"The query is also common in the United States, Canada, Australia, India and New Zealand."
Paul vient de finir son travail.,A2,Paul has just finished his work.
Il est en train de ranger ses affaires.,A2,He&#39;s putting his things away.
Il a plusieurs choses à faire ce soir.,A2,He has several things to do tonight.
"Il doit faire quelques courses, il compte aussi faire un peu de rangement.",A2,"He has to do some shopping, he also intends to do a little tidying up."
"Il sait bien cuisiner alors en général, il prépare aussi le repas.",A2,"He can cook well so in general, he also prepares the meal."
"Et ce soir, il peut prendre son temps car sa femme et ses enfants vont rentrer tard.",A2,"And tonight, he can take his time because his wife and children will be home late."
Il veut leur faire une surprise.,A2,He wants to surprise them.
Il pense leur préparer une tarte aux fraises.,A2,He thinks he&#39;s making a strawberry pie for them.
"Autrefois, on allumait toutes les bougies de la maison le soir de la Chandeleur.",A2,"In the past, we lit all the candles in the house on Candlemas evening."
La Chandeleur est une fête très ancienne.,A2,Candlemas is a very old celebration.
Elle est devenue au fil du temps une fête chrétienne.,A2,It has become over time a Christian feast.
La forme ronde et la couleur dorée des crêpes rappelleraient le soleil et donc le retour du printemps.,A2,The round shape and the golden color of the pancakes would remind the sun and therefore the return of spring.
Et les enfants adorent cette fête parce qu’on ne mange rien d’autre que des crêpes.,A2,And the kids love this party because we don&#39;t eat anything but pancakes.
"Cette année, ce n’est pas moins de 12 millions d’élèves qui ont repris le chemin de l’école.",A2,"This year, no less than 12 million students have returned to school."
La rentrée de cette année est marquée par trois changements notables.,A2,The start of this year is marked by three notable changes.
"Enfin, cette rentrée verra le retour de la semaine de quatre jours dans certains établissements.",A2,"Finally, this return to school will see the return of the four-day week in certain establishments."
"Chaque année, l’humanité consomme plus de ressources que la Terre ne peut en produire en un an.",A2,"Each year, humanity consumes more resources than the Earth can produce in a year."
La date à laquelle l’humanité atteint ce seuil est calculable et elle arrive quatre jours plus tôt chaque année.,A2,The date on which humanity reaches this threshold is calculable and it arrives four days earlier each year.
"Cette année, la date tombe début août.",A2,"This year, the date falls in early August."
"C’est le constat d’un institut de recherche en Californie qui tient compte pour son calcul de la pression exercée par les humains sur les ressources naturelles, ainsi que de la capacité de la Terre à se régénérer.",A2,"This is the finding of a research institute in California which takes into account in its calculation the pressure exerted by humans on natural resources, as well as the Earth&#39;s capacity to regenerate."
Je me demande si les fourmis dorment.,A2,I wonder if the ants are sleeping.
"Je me demande s’il y a des fourmis gentilles, égoïstes, des fourmis amoureuses, des fourmis fatiguées le soir.",A2,"I wonder if there are kind, selfish ants, loving ants, tired ants at night."
"Dans les campagnes, c’est différent !",A2,"In the countryside, it&#39;s different!"
Et les agriculteurs craignent que les loups tuent leurs moutons.,A2,And farmers fear the wolves will kill their sheep.
Les écologistes ne pensent pas que ce soit un problème car autrefois les loups étaient partout. E,A2,Environmentalists don&#39;t think that&#39;s a problem because wolves were once everywhere. E
Le macaron est un petit gâteau moelleux de forme arrondie que l’on déguste depuis le moyen âge.,A2,The macaroon is a soft rounded cake that has been eaten since the Middle Ages.
La quantité d’amande est égale à la quantité de sucre glace.,A2,The amount of almond is equal to the amount of icing sugar.
La préparation et la cuisson des macarons est difficile même pour les professionnels.,A2,Preparing and baking macaroons is difficult even for professionals.
Cette baie est célèbre pour ses grandes marées.,A2,This bay is famous for its high tides.
L’abbaye du Mont Saint-Michel est un lieu de pèlerinage.,A2,The abbey of Mont Saint-Michel is a place of pilgrimage.
Son architecture religieuse et militaire date de l’époque médiévale.,A2,Its religious and military architecture dates from medieval times.
"À l’abbaye, on peut faire des visites guidées, voir des animations et assister à des concerts toute l’année.",A2,"At the abbey, you can take guided tours, see entertainment and attend concerts all year round."
Les spécialités locales sont nombreuses.,A2,There are many local specialties.
La Fête du Travail en France est célébrée le premier mai comme c’est le cas dans de nombreux pays du monde.,A2,Labor Day in France is celebrated on May 1st as is the case in many countries around the world.
Le nombre de manifestants varie d’une année à l’autre selon la popularité du gouvernement en place.,A2,The number of protesters varies from year to year depending on the popularity of the government of the day.
Les gens cueillent quelques brins de muguet ou en achètent pour en offrir à ceux à qui ils iront rendre visite ce jour-là.,A2,People pick a few sprigs of lily of the valley or buy some to give to those they will visit that day.
"Et dans votre pays, ça se passe comment ?",A2,"And in your country, how is it going?"
Le choix de l’hôtel dépend bien sûr de votre budget mais aussi de vos envies.,A2,The choice of hotel depends of course on your budget but also on your desires.
"Soyez néanmoins prudents, derrière l’image romantique et ses paysages de carte postale, Paris reste une ville où la délinquance est importante.",A2,"Be careful, however, behind the romantic image and its postcard landscapes, Paris remains a city where delinquency is important."
"Prenez la serviette, Robert.",A2,"Take the towel, Robert."
Donne-moi la serviette !,A2,Give me the towel!
"J'ai une arme, et toi non.",A2,"I have a gun, and you don&#39;t."
C'est peut-être ça que vous cherchez ?,A2,Maybe this is what you are looking for?
Ce qu'il y a dans la serviette.,A2,What&#39;s in the towel.
Je saute et vous n'aurez jamais les plans !,A2,I jump and you will never have the plans!
"Ah oui, exactement comme moi !",A2,"Ah yes, exactly like me!"
Tu travailles pour les services secrets français.,A2,You work for the French secret service.
Comment est votre blanquette ?,A2,How is your blanquette?
La blanquette est bonne.,A2,The blanquette is good.
C'est somptueux.,A2,It is sumptuous.
Celui-ci est magnifique.,A2,This one is magnificent.
Mon père est mort ici.,A2,My father died here.
Il a participé à la construction du canal ?,A2,Did he take part in the construction of the canal?
"Vous savez, moi je ne crois pas qu'il y ait de bonne ou de mauvaise situation.",A2,"You know, I don&#39;t believe there is a good or a bad situation."
La meilleure amie d'un garçon est sa mère.,A2,A boy&#39;s best friend is his mother.
Il ne peut en rester qu'un.,A2,There can only be one left.
C'est la belle qui a tué la bête.,A2,Beauty is the one who killed the beast.
La cuillère n'existe pas.,A2,The spoon does not exist.
Vous ne passerez pas !,A2,You will not pass !
"En France, Noël est un moment important !",B1,"In France, Christmas is an important time!"
Les habitants (villes comme campagnes) décorent leurs habitations et achètent des calendriers de l'avant.,B1,The inhabitants (towns and countryside alike) decorate their homes and buy calendars from the front.
"Ainsi, les salons se parent de bougies et de sapins.",B1,"Thus, the living rooms are adorned with candles and trees."
"En général, les français optent pour des sapins en pot afin de prolonger la magie du moment.",B1,"In general, the French opt for potted trees in order to prolong the magic of the moment."
L'arbre odorant est paré de guirlandes et de boules tandis qu'une étoile chatoyante est ajoutée sur la cime.,B1,The fragrant tree is adorned with garlands and balls while a shimmering star is added to the crown.
Bien entendu les cadeaux de Noël seront déposés uniquement le 24 décembre au soir afin de permettre le déballage le lendemain matin.,B1,"Of course, Christmas presents will only be deposited on the evening of December 24 in order to allow unpacking the next morning."
Certaines familles ont pour tradition de déposer des biscuits et un verre de lait près du sapin pour remercier le père noël.,B1,Some families have a tradition of placing cookies and a glass of milk near the tree to thank Santa Claus.
Pâques est une fête catholique célébrée le 21 avril.,B1,Easter is a Catholic holiday celebrated on April 21.
Elle commémore la résurrection de Jésus mais fête aussi le printemps !,B1,It commemorates the resurrection of Jesus but also celebrates spring!
"Tandis que les jonquilles fleurissent, les parents dissimulent du chocolat dans le jardin afin de célébrer Pâques.",B1,"As the daffodils bloom, parents hide chocolate in the garden to celebrate Easter."
Petits comme grands peuvent ainsi partir à la chasse à l’œuf.,B1,Young and old alike can go on an egg hunt.
"Traditionnellement les chocolats sont sous forme d’œufs mais aussi d'animaux comme des poussins, lapins, moutons...",B1,"Traditionally chocolates are in the form of eggs but also animals such as chicks, rabbits, sheep ..."
Certains familles décorent les œufs durs en peignant leurs coquilles avec des teintes vertes ou rouges.,B1,Some families decorate hard-boiled eggs by painting their shells with green or red hues.
La maison de Ben est grande.,B1,Ben&#39;s house is big.
Il y a beaucoup de pièces.,B1,There are a lot of rooms.
"Au rez-de-chaussée, il y a un salon avec un piano, une salle-à-manger, une cuisine spacieuse et jaune et une salle de bain.",B1,"On the ground floor there is a living room with a piano, a dining room, a spacious and yellow kitchen and a bathroom."
"Il a fait construire en plus une belle véranda contenant une bibliothèque, pour profiter du soleil et d'une vue sur le jardin.",B1,"He also built a beautiful veranda containing a library, to enjoy the sun and a view of the garden."
"Au sous-sol, il y a une cave, pour ranger le vin.",B1,"In the basement, there is a cellar, to store wine."
"Au premier étage, il y a trois chambres.",B1,On the first floor there are three bedrooms.
"Au deuxième étage, il y a un bureau et deux chambres, dont la sienne.",B1,"On the second floor there is an office and two bedrooms, one of which is his."
"Dans le bureau, il y a un vélo d'appartement, des haltères et un stepper.",B1,"In the office there is an exercise bike, dumbbells and a stepper."
"Le jardin est long et étroit, il y a une balançoire au fond et un barbecue, proche de la terrasse, sur laquelle est posée un transat.",B1,"The garden is long and narrow, there is a swing at the bottom and a barbecue, near the terrace, on which a deckchair is placed."
Des chats viennent souvent chasser les feuilles qui volent au vent.,B1,Cats often come to chase the leaves which fly in the wind.
"Avec les prévisions météo, on peut savoir quel temps il fera le soir, le lendemain ou dans la semaine.",B1,"With the weather forecast, we can know what the weather will be like in the evening, the next day or during the week."
"Quand il y a un grand soleil sur la carte, il fera chaud sur la région.",B1,"When there is a bright sun on the map, it will be hot in the area."
"Quand la météo indique un soleil avec des nuages, il y aura peu de soleil et il y aura souvent du vent.",B1,"When the weather forecast indicates a sun with clouds, there will be little sun and there will often be wind."
Le temps sera gris.,B1,The weather will be gray.
"S’il y a des nuages avec de la pluie sur la carte, c’est qu’il va pleuvoir et qu’il y a des risques de tempête ou de grêle.",B1,"If there are clouds with rain on the map, it is going to rain and there is a risk of storm or hail."
"Si de la pluie tombe alors qu’il y a du soleil, vous pourrez sans doute observer un arc-en-ciel.",B1,"If it rains while it is sunny, you may be able to observe a rainbow."
"Quand il y a des nuages avec de la neige qui tombe, c’est qu’il va neiger et qu’il peut y avoir du brouillard, des risques de congélation, de la glace et que la température sera très basse.",B1,"When there are clouds with falling snow, it is because it will snow and there may be fog, risk of freezing, ice and the temperature will be very low."
"Lorsqu’il y a un éclair avec des nuages et de la pluie, il risque d’y avoir de la foudre et du tonnerre.",B1,"When there is a lightning bolt with clouds and rain, there may be lightning and thunder."
La tour Eiffel est le symbole de la ville de Paris.,B1,The Eiffel Tower is the symbol of the city of Paris.
Elle a été construite par Gustave Eiffel pour l’Exposition universelle de Paris de 1889.,B1,It was built by Gustave Eiffel for the Universal Exhibition in Paris in 1889.
La tour Eiffel mesure exactement 312 mètres de hauteur.,B1,The Eiffel Tower is exactly 312 meters high.
"Lorsqu’elle a été construite, la tour Eiffel était le monument le plus élevé du monde (elle l’est restée pendant quarante ans).",B1,"When it was built, the Eiffel Tower was the tallest monument in the world (it remained so for forty years)."
"C’est un site touristique très important, environ 7 millions de touristes visitent la tour Eiffel chaque année.",B1,"It is a very important tourist site, around 7 million tourists visit the Eiffel Tower every year."
"Au total, on estime que depuis sa construction plus de 300 millions de personnes ont visité la tour Eiffel.",B1,"In total, it is estimated that since its construction more than 300 million people have visited the Eiffel Tower."
"Du haut de la Tour Eiffel, on peut voir les principaux monuments de Paris : la cathédrale Notre-Dame, la tour Montparnasse et l’arc de triomphe.",B1,"From the top of the Eiffel Tower, you can see the main monuments of Paris: the Notre-Dame cathedral, the Montparnasse tower and the triumphal arch."
On peut voir aussi le fleuve qui traverse la capitale : la Seine.,B1,You can also see the river that crosses the capital: the Seine.
La tour Eiffel est située sur le Champ-de-Mars. C’est un parc où les gens viennent se promener en famille et entre amis.,B1,The Eiffel Tower is located on the Champ-de-Mars. It is a park where people come to walk with family and friends.
"Tout en haut de la tour Eiffel, il y a des antennes qui émettent les programmes de radio et de télévision.",B1,"At the top of the Eiffel Tower, there are antennas that broadcast radio and television programs."
Il y a même des restaurants.,B1,There are even restaurants.
"Le corps humain comprend une tête, un tronc et quatre membres.",B1,"The human body consists of a head, a trunk and four limbs."
La tête se compose du visage et du crâne qui est recouvert de cheveux.,B1,The head consists of the face and the skull which is covered with hair.
"Le visage comprend une oreille de chaque côté, deux yeux surmontés par les sourcils et un nez au centre.",B1,"The face includes an ear on each side, two eyes surmounted by the eyebrows, and a nose in the center."
"Puis, viennent la bouche et le menton.",B1,Then come the mouth and chin.
Les dents se trouvent dans la bouche.,B1,The teeth are in the mouth.
Le tronc est relié à la tête par le cou.,B1,The trunk is connected to the head by the neck.
Il se compose du thorax et de l'abdomen encore appelé ventre. ,B1,It consists of the thorax and the abdomen also called the belly.
Le ventre se trouve à la partie inférieure du tronc.,B1,The belly is located at the lower part of the trunk.
La poitrine contient les deux poumons et le cœur.,B1,The chest contains both lungs and the heart.
"Il renferme le foie, l’estomac, les reins et les intestins.",B1,"It contains the liver, stomach, kidneys and intestines."
Ce sont des organes internes comme le cerveau qui est logé dans la tête.,B1,These are internal organs like the brain which is housed in the head.
Le dos forme la partie arrière du tronc.,B1,The back forms the rear part of the trunk.
Les membres sont au nombre de quatre : deux en haut et deux en bas.,B1,There are four members: two at the top and two at the bottom.
"Un membre supérieur comprend un bras, un avant-bras et une main munie de cinq doigts.",B1,"An upper limb consists of an arm, a forearm, and a hand with five fingers."
Le bras est relié au tronc par l’épaule et à l’avant-bras par le coude.,B1,The arm is connected to the trunk by the shoulder and to the forearm by the elbow.
"Un membre inférieur comprend une cuisse, une jambe et un pied qui a cinq orteils.",B1,"A lower limb consists of a thigh, a leg, and a foot that has five toes."
"Les articulations sont en haut la hanche, au milieu le genou en en bas la cheville.",B1,"The joints are above the hip, in the middle the knee and below the ankle."
Les vacances d'été en France durent 6 semaines et ont habituellement lieu entre Juillet et Septembre.,B1,Summer holidays in France last 6 weeks and usually take place between July and September.
"En France, le début des vacances est souligné par les soldes d'été.",B1,"In France, the start of the holidays is marked by the summer sales."
Il faut savoir que les étudiants comme les travailleurs attendent ces vacances avec impatiente.,B1,It should be noted that students and workers alike are looking forward to this vacation.
La majorité des Français ne restent pas dans leur région durant les vacances d'été.,B1,The majority of French people do not stay in their region during the summer holidays.
"Le sud du pays, l'Italie ou l'Espagne sont notamment les destinations touristiques les plus prisées des vacanciers en raison du climat perpétuellement froid dans le nord du pays.",B1,"The south of the country, Italy and Spain are notably the most popular tourist destinations for vacationers due to the perpetually cold climate in the north of the country."
"Toutefois, certaines personnes ne disposent pas d'un budget spécial pour financer ce type de détente.",B1,"However, some people do not have a special budget to finance this type of relaxation."
Ils préfèrent alors rester à la maison et profitent du temps libre pour visiter leurs familles ou se balader en ville.,B1,They prefer to stay at home and take advantage of the free time to visit their families or go for a walk in the city.
"Pour aller au travail, Marc porte une veste, un pantalon, une chemise et une belle cravate rouge.",B1,"To go to work, Marc wears a jacket, pants, shirt and a nice red tie."
Ses amis trouvent qu’il est très élégant avec son bracelet-montre doré et ses chaussures noires.,B1,His friends find him very elegant with his golden watch strap and black shoes.
"Quand il doit rencontrer un client important, Marc n’hésite pas à s’habiller sobrement.",B1,"When he has to meet an important client, Marc does not hesitate to dress soberly."
Il met son plus beau costume et son chapeau.,B1,He puts on his best suit and his hat.
Il se sent plus à l’aise avec une tenue vestimentaire classique.,B1,He feels more comfortable with classic attire.
Sa secrétaire Lili porte des lunettes.,B1,His secretary Lili wears glasses.
Elle adore mettre sa jupe à fleurs et un chemisier assorti lorsqu’il fait beau.,B1,She loves to put on her floral skirt and a matching blouse when the weather is nice.
"En hiver, elle ne sort jamais sans son parapluie et son écharpe.",B1,"In winter, she never goes out without her umbrella and scarf."
"Elle préfère aussi mettre un pull, des chaussettes en laine, des bottes et ses gants pour ne pas avoir froid aux doigts.",B1,"She also prefers to put on a sweater, woolen socks, boots and gloves so as not to get cold fingers."
"Parfois, elle exhibe un joli collier en perles autour du cou qui lui donne une allure très attrayante.",B1,Sometimes she flaunts a pretty pearl necklace around her neck which makes her look very attractive.
"En été, lorsqu’il fait chaud, Lili et Marc vont à plage pendant le weekend.",B1,"In summer, when it&#39;s hot, Lili and Marc go to the beach on weekends."
"Ils mettent des lunettes de soleil, une belle casquette, un T-shirt, des shorts et des sandales.",B1,"They put on sunglasses, a nice cap, a T-shirt, shorts and sandals."
Ils aiment passer des journées ensemble au bord de la mer.,B1,They like to spend days together by the sea.
" Je t’écris de France, où je vis avec ma famille depuis deux mois. ",B1,"I am writing to you from France, where I have been living with my family for two months."
"Nous allons bien, nous habitons dans une petite maison ancienne avec un très beau jardin.",B1,"We are well, we live in a small old house with a very beautiful garden."
Nous avons de nouveaux amis et nous avons rencontré nos voisins lors d’une soirée festive la semaine dernière.,B1,We have new friends and we met our neighbors at a party night last week.
"J’ai fait de gros progrès en français, je le comprends et je sais le parler et l’écrire bien mieux maintenant.",B1,"I have made great progress in French, I understand it and I know how to speak and write it much better now."
Je suis dentiste dans un nouveau cabinet depuis une semaine et j’aime mon travail.,B1,I have been a dentist in a new practice for a week and I love my job.
Mes collègues sont gentils et m'ont bien accueillie.,B1,My colleagues are kind and made me feel welcome.
"Comme c'est proche de la maison, je peux y aller à pied, c’est très agréable.",B1,"As it is close to the house, I can walk there, it is very pleasant."
Mon mari a enfin trouvé une place d’architecte et travaille sur un important projet d’immeuble avec son équipe.,B1,My husband has finally found a job as an architect and is working on a major building project with his team.
"Les enfants travaillent bien à l’école, même si ma fille a quelques difficultés en mathématiques.",B1,"The children do well in school, although my daughter has some difficulty in math."
"Mon fils a de bonnes notes en français, c’est sa matière préférée.",B1,"My son has good grades in French, it&#39;s his favorite subject."
"Il aime beaucoup lire, surtout le soir avant de dormir.",B1,"He enjoys reading a lot, especially at night before going to sleep."
Ils se sont fait des copains et sont heureux de vivre en France.,B1,They made friends and are happy to live in France.
Ils parlent encore mieux le français que nous.,B1,They speak French even better than we do.
Est-ce que ton mari et tes enfants vont bien ?,B1,Are your husband and children okay?
Est-ce que tu travailles toujours à l’agence de voyages ?,B1,Do you still work at the travel agency?
Donne-moi de tes nouvelles plus souvent !,B1,Tell me more often!
Je suis heureuse de vous revoir le mois prochain.,B1,I am happy to see you again next month.
Nous passerons les fêtes de Noël ensemble.,B1,We will spend the Christmas holidays together.
La fête de Pâques en France est une fête de tradition catholique.,B1,Easter in France is a celebration of Catholic tradition.
Elle était selon la tradition précédée d’une période de jeûne de 40 jours appelée « Carême ».,B1,"According to tradition, it was preceded by a 40-day fasting period called &quot;Lent&quot;."
"Durant cette période, les chrétiens ne mangeaient pas de viande, ni de plat très cher.",B1,"During this period, Christians did not eat meat or very expensive dishes."
"Ils mangent plus simplement, en évitant les sucreries et les petits plaisirs.",B1,"They eat more simply, avoiding sweets and small pleasures."
"Il essaient également d’être plus raisonnés, plus généreux, moins centrés sur eux-mêmes.",B1,"They also try to be more reasoned, more generous, less self-centered."
Le jour de Pâques est le jour de la résurrection du Christ.,B1,Easter day is the day of Christ&#39;s resurrection.
"Pour célébrer cet évènement exceptionnel, tous se réunissent et se retrouvent autours d’un copieux repas contenant de l’agneau (symbole de l’innoncence Du Christ).",B1,"To celebrate this exceptional event, all get together and gather around a hearty meal containing lamb (symbol of the innocence of Christ)."
"Cette fête est encore traditionnellement fêtée en France, même si, comme pour Noël, elle a souvent perdu son aspect religieux.",B1,"This festival is still traditionally celebrated in France, even if, like Christmas, it has often lost its religious aspect."
La majorité des Français fête Pâques et considère cette date comme une occasion de se retrouver en famille pour partager un bon repas.,B1,The majority of French people celebrate Easter and consider this date an opportunity to get together with family to share a good meal.
Les enfants aussi attendent avec impatience cette échéance : ils reçoivent en général des petits cadeaux et des chocolats.,B1,Children also look forward to this deadline: they usually receive small gifts and chocolates.
"Ces chocolats, coulés en forme d’œufs, de lapins et de poules, sont souvent dispersés dans le jardin pour être retrouvés par les plus jeunes : c’est la « chasse aux œufs ».",B1,"These chocolates, cast in the shape of eggs, rabbits and hens, are often scattered around the garden to be found by the youngest: it is the “egg hunt”."
"Dis donc, il fait beau en ce moment ! L'été n'est plus très loin.",B1,"Hey, the weather is nice right now! Summer is not very far away."
"Oui, avec ce grand soleil, je commence à réfléchir à des projets de vacances.",B1,"Yes, with this great sun, I start to think about vacation plans."
As-tu prévu quelque chose ?,B1,Do you have something planned?
"En juillet, ma famille et moi irons dans le Sud de la France.",B1,"In July, my family and I will be going to the South of France."
Nous visiterons les calanques de Marseille.,B1,We will visit the creeks of Marseille.
C'est un endroit magnifique pour la baignade et l'escalade.,B1,It is a wonderful place for swimming and rock climbing.
"Et en août, nous passerons peut-être quelques jours dans les montagnes.",B1,"And in August, maybe we&#39;ll spend a few days in the mountains."
C'est une excellente idée !,B1,It is an excellent idea !
Vous ferez de la randonnée ?,B1,Will you be hiking?
Les longues promenades dans la nature sont toujours agréables.,B1,Long walks in nature are always pleasant.
"Chaque été, nous nous rendons au chalet de mes grands-parents.",B1,"Every summer, we go to my grandparents&#39; chalet."
"Mais cette année, nous ne savons pas si nous pourrons y aller.",B1,"But this year, we don&#39;t know if we&#39;ll be able to go."
J'achèterai tout de même des chaussures de randonnée au cas où.,B1,I will still buy hiking shoes just in case.
"Et toi, qu'est-ce que tu as prévu pendant les vacances ?",B1,"And you, what have you planned during the holidays?"
Ma mère viendra en France.,B1,My mother will come to France.
Je lui ferai découvrir les villes de Lyon et de Montpellier.,B1,I will introduce him to the cities of Lyon and Montpellier.
"Elle goûtera à mes spécialités lyonnaises préférées, comme la tarte aux pralines.",B1,"She will taste my favorite Lyon specialties, such as praline tart."
Miam ! Tu dois avoir hâte de la revoir !,B1,Yum ! You must be eager to see her again!
"Ça oui, j'attends les vacances d'été avec impatience !",B1,"Yes, I&#39;m looking forward to the summer vacation!"
Il n’y a pas eu de pluie depuis notre arrivée,B1,There has been no rain since we arrived
"Chez nous, c’est nuageux.",B1,"With us, it&#39;s cloudy."
Comment vont les enfants ?,B1,How are the children?
"Ils ont chaud, donc ils profitent de la piscine du camping et de la mer pour se baigner.",B1,"They are hot, so they take advantage of the campsite swimming pool and the sea to swim."
Tout se passe bien en France ?,B1,Is everything going well in France?
"Oui, nous allons bien.",B1,"Yes, we are fine."
"Ton père est dans le jardin, il arrose les fleurs.",B1,"Your father is in the garden, he is watering the flowers."
Ta sœur est venue hier nous rendre visite.,B1,Your sister came to visit us yesterday.
Sa grossesse se passe bien et elle travaille toujours dans le même restaurant.,B1,Her pregnancy is going well and she still works in the same restaurant.
As-tu reçu notre carte postale ?,B1,Did you receive our postcard?
"Oui, je l’ai reçue hier.",B1,"Yes, I received it yesterday."
Elle est très jolie.,B1,She is very beautiful.
Qu’allez-vous faire demain ?,B1,What are you going to do tomorrow?
Nous allons nous promener en bord de mer et rendre visite à nos amis.,B1,We are going for a walk by the sea and visit our friends.
"Ensuite, nous dînerons au restaurant le soir avant de rentrer à la maison.",B1,Then we will have dinner at the restaurant in the evening before heading home.
Je n'ai qu'un jour pour visiter Paris.,B1,I only have one day to visit Paris.
"Je suis l'itinéraire donné par Pierre, un ami français.",B1,"I follow the itinerary given by Pierre, a French friend."
Je commence par un petit-déjeuner dans un café près de l'Arc de Triomphe avec des croissants délicieux.,B1,I start with a breakfast in a cafe near the Arc de Triomphe with delicious croissants.
"Après une marche sur les Champs-Élysées, je suis au pied de la Tour Eiffel.",B1,"After a walk on the Champs-Élysées, I am at the foot of the Eiffel Tower."
Il y a beaucoup d'attente pour les ascenseurs (pour monter les étages) mais je suis enfin au sommet et peux apprécier la vue sur Paris.,B1,There is a lot of waiting for the elevators (to go up the floors) but I&#39;m finally at the top and can enjoy the view of Paris.
"L'après-midi je me promène aux Tuileries, paradis de verdure au cœur de la capitale.",B1,"In the afternoon I walk to the Tuileries, a green paradise in the heart of the capital."
Je suis fatiguée et préfère prendre le métro pour aller à l'Île de la Cité.,B1,I am tired and prefer to take the metro to go to Île de la Cité.
"En visitant la cathédrale Notre-Dame de Paris je pense à Quasimodo, personnage du roman de Victor Hugo.",B1,"When I visit Notre-Dame de Paris cathedral I think of Quasimodo, character in Victor Hugo&#39;s novel."
"Encore le métro, et je contemple la splendide façade de l'Opéra Garnier.",B1,"Again the metro, and I contemplate the splendid facade of the Opéra Garnier."
C'est le quartier des beaux magasins et des produits de grandes marques,B1,It is the district of the beautiful stores and the products of big brands
Je termine à Montmartre avec sa basilique et ses ruelles (petites rues).,B1,I end in Montmartre with its basilica and its alleys (small streets).
"Après l'ambiance de luxe, ici c'est comme un tranquille village.",B1,"After the luxury atmosphere, here it is like a quiet village."
Je vais choisir un restaurant pour savourer un bon repas après cette journée bien remplie !,B1,I will choose a restaurant to enjoy a good meal after this busy day!
Je suis actuellement en vacances en Alsace.,B1,I am currently on vacation in Alsace.
Il fait très froid ici.,B1,It&#39;s very cold here.
Hier il a même neigé.,B1,Yesterday it even snowed.
"Aujourd'hui, avec ma famille (mes parents et mon frère) nous sommes allés au marché de Noël, c'était vraiment incroyable !",B1,"Today with my family (my parents and my brother) we went to the Christmas market, it was really amazing!"
Ma mère m'a exceptionnellement laissé boire du vin chaud même si je n'ai normalement pas le droit.,B1,My mother has exceptionally let me drink mulled wine even though I am not normally allowed.
"Dans ma famille, on adore goûter les spécialités locales alors on a tout essayé, de la choucroute à la tarte flambée en passant par les kouglofs.",B1,"In my family, we love to taste local specialties so we tried everything from sauerkraut to tarte flambée to kouglofs."
Félix n'arrête pas de manger des bredele (des biscuits spéciaux d’ici). C'est vrai qu'ils sont très bons mais j'ai peur qu'il tombe malade.,B1,Felix keeps eating bredele (special cookies from here). It is true that they are very good but I am afraid that he will fall ill.
"Demain, on prévoit de faire une promenade dans le quartier de la Petite France, il paraît que c'est le plus beau de Strasbourg !",B1,"Tomorrow, we plan to take a walk in the district of Petite France, it seems that it is the most beautiful in Strasbourg!"
